order_id,date,product,category,region,quantity,unit_price,revenue
1412,2025-11-09,Monitor,Electronics,South,7,266.35,1864.45
1346,2025-11-10,Webcam,Accessories,South,2,54.79,109.58
1379,2025-11-10,Headphones,Accessories,East,6,74.6,447.6
1097,2025-11-10,Mouse,Accessories,West,9,24.63,221.7
1231,2025-11-11,Webcam,Accessories,South,1,62.73,62.73
1086,2025-11-12,Tablet,Electronics,South,10,384.08,3840.76
1265,2025-11-13,Mouse,Accessories,South,8,26.66,213.28
1109,2025-11-15,Webcam,Accessories,South,9,54.32,488.91
1187,2025-11-16,Keyboard,Accessories,East,7,46.35,324.44
1374,2025-11-16,Webcam,Accessories,East,10,55.43,554.26
1151,2025-11-17,Smartphone,Electronics,South,4,667.05,2668.2
1358,2025-11-18,Laptop,Electronics,West,9,862.14,7759.27
1204,2025-11-18,Headphones,Accessories,North,1,76.94,76.94
1466,2025-11-19,Tablet,Electronics,South,4,365.44,1461.75
1283,2025-11-20,Mouse,Accessories,North,6,22.83,136.98
1203,2025-11-22,Mouse,Accessories,South,4,25.6,102.42
1164,2025-11-22,Headphones,Accessories,West,8,87.5,700.04
1353,2025-11-22,Keyboard,Accessories,South,9,42.97,386.73
1476,2025-11-23,Webcam,Accessories,North,1,62.43,62.43
1026,2025-11-24,Smartphone,Electronics,East,9,715.26,6437.3
1418,2025-11-24,Keyboard,Accessories,North,5,43.81,219.04
1014,2025-11-24,Tablet,Electronics,East,9,377.57,3398.12
1431,2025-11-25,Headphones,Accessories,South,7,77.99,545.94
1077,2025-11-25,Keyboard,Accessories,East,9,44.1,396.87
1232,2025-11-26,Keyboard,Accessories,West,1,41.05,41.05
1133,2025-11-27,Monitor,Electronics,West,8,247.41,1979.27
1214,2025-11-28,Mouse,Accessories,South,2,25.68,51.35
1215,2025-11-29,Webcam,Accessories,East,7,55.4,387.8
1115,2025-11-29,Mouse,Accessories,South,2,26.41,52.81
1402,2025-12-01,Headphones,Accessories,West,8,79.64,637.11
1017,2025-12-02,Mouse,Accessories,South,8,24.48,195.83
1271,2025-12-02,Headphones,Accessories,South,2,74.83,149.67
1286,2025-12-02,Mouse,Accessories,East,7,23.14,162.01
1317,2025-12-03,Mouse,Accessories,South,2,26.36,52.72
1169,2025-12-03,Tablet,Electronics,North,9,396.96,3572.62
1031,2025-12-04,Headphones,Accessories,South,8,87.15,697.2
1089,2025-12-04,Webcam,Accessories,South,2,57.41,114.81
1468,2025-12-04,Laptop,Electronics,West,8,812.83,6502.65
1355,2025-12-04,Headphones,Accessories,South,10,83.53,835.3
1292,2025-12-05,Smartphone,Electronics,North,6,752.69,4516.17
1135,2025-12-06,Monitor,Electronics,East,10,243.45,2434.51
1060,2025-12-06,Laptop,Electronics,East,2,979.01,1958.01
1083,2025-12-06,Mouse,Accessories,East,2,26.1,52.2
1084,2025-12-08,Keyboard,Accessories,East,7,43.44,304.05
1288,2025-12-10,Mouse,Accessories,South,9,22.97,206.71
1055,2025-12-10,Tablet,Electronics,South,5,396.58,1982.89
1012,2025-12-10,Mouse,Accessories,South,5,26.01,130.05
1427,2025-12-11,Laptop,Electronics,West,5,940.19,4700.95
1435,2025-12-11,Keyboard,Accessories,West,9,44.32,398.85
1213,2025-12-12,Mouse,Accessories,North,4,24.86,99.43
1196,2025-12-13,Webcam,Accessories,East,9,55.9,503.06
1401,2025-12-15,Webcam,Accessories,North,3,54.06,162.19
1021,2025-12-15,Headphones,Accessories,South,7,81.54,570.8
1421,2025-12-15,Monitor,Electronics,South,10,268.66,2686.57
1385,2025-12-15,Tablet,Electronics,South,4,362.53,1450.1
1023,2025-12-16,Laptop,Electronics,North,9,945.16,8506.42
1474,2025-12-17,Monitor,Electronics,East,2,257.69,515.37
1063,2025-12-18,Mouse,Accessories,South,5,25.03,125.14
1387,2025-12-20,Headphones,Accessories,West,4,78.57,314.26
1102,2025-12-22,Monitor,Electronics,West,3,260.32,780.96
1455,2025-12-23,Webcam,Accessories,South,10,62.45,624.45
1319,2025-12-23,Headphones,Accessories,West,8,82.11,656.86
1004,2025-12-24,Laptop,Electronics,South,7,871.25,6098.72
1118,2025-12-25,Monitor,Electronics,West,5,263.34,1316.72
1200,2025-12-25,Mouse,Accessories,East,5,22.61,113.05
1237,2025-12-26,Tablet,Electronics,North,2,428.22,856.45
1420,2025-12-26,Mouse,Accessories,West,9,27.06,243.58
1009,2025-12-27,Mouse,Accessories,South,2,22.73,45.46
1388,2025-12-28,Webcam,Accessories,North,3,60.22,180.67
1125,2025-12-29,Mouse,Accessories,West,3,24.68,74.03
1342,2025-12-30,Mouse,Accessories,East,2,25.25,50.5
1490,2025-12-31,Headphones,Accessories,West,3,83.83,251.5
1481,2025-12-31,Monitor,Electronics,South,7,271.44,1900.11
